Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022519498,900000000237155628,900000000237155629,,,"Busch Light, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022520250,900000000237155628,900000000237155629,,,"Busch Light, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022520257,900000000019755902,900000000019755903,,,Tenderloin,,Main Dishes,Food,Food,7.0,0.0,7.0,1.0,0.44,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022520261,900000000019711890,900000000019711891,,,Curly Fries,,Sides,Food,Food,3.75,0.0,3.75,1.0,0.23,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022520265,900000000019755906,900000000019755907,,,Cheeseburger,,Main Dishes,Food,Food,5.0,0.0,5.0,1.0,0.31,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:16 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004022520268,900000000213998188,900000000213998189,,,Onion Rings,,Sides,Food,Food,4.75,0.0,4.75,1.0,0.3,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004021964267,8,4/10/24 6:42 PM,4/10/24 6:00 PM,900000004021964266,Bartender A,,,Dinner,,900000004023392399,900000000019755906,900000000019755907,,,Cheeseburger,,Main Dishes,Food,Food,5.0,0.0,5.0,1.0,0.31,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004021964267,8,4/10/24 6:42 PM,4/10/24 6:00 PM,900000004021964266,Bartender A,,,Dinner,,900000004023393901,900000000274592878,900000000274592879,,,"Shiner Bock, Bottle",,Bottle,Beer,Bottled Beer,3.76,0.0,3.76,1.0,0.24,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552860,900000000019640545,900000000019640546,,,Pepsi,,Soft Drinks,Soft Drinks,NA Beverage,2.35,0.0,2.35,1.0,0.15,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552862,900000000237171084,900000000237171085,,,"Busch Light, Can",,Can,Beer,Bottled Beer,2.59,0.0,2.59,1.0,0.16,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552871,900000000036066619,900000000036066620,,,House Salad,,Main Dishes,Food,Food,8.0,0.0,8.0,1.0,0.5,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552874,900000000433809120,900000000433809121,,,Fried Mushrooms,,Sides,Food,Food,7.0,0.0,7.0,1.0,0.44,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552881,900000000019755904,900000000019755905,,,Bacon Cheese Burger,,Main Dishes,Food,Food,6.5,0.0,6.5,1.0,0.41,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004023552887,12,4/10/24 6:47 PM,4/10/24 6:16 PM,900000004023552886,Bartender A,,,Dinner,,900000004023552883,900000000019711888,900000000019711889,,,Tater Tots,,Sides,Food,Food,3.0,0.0,3.0,1.0,0.19,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004022520275,11,4/10/24 6:47 PM,4/10/24 6:14 PM,900000004022520271,Bartender A,,,Dinner,,900000004023565891,900000000237155628,900000000237155629,,,"Busch Light, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:48 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023591922,900000000033414388,900000000033414389,,,Tea - Unsweet,,Soft Drinks,Soft Drinks,NA Beverage,2.35,0.0,2.35,1.0,0.15,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:48 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023591924,900000000019640545,900000000019640546,,,Pepsi,,Soft Drinks,Soft Drinks,NA Beverage,2.35,0.0,2.35,1.0,0.15,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:48 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023591926,900000000033414386,900000000033414387,,,Tea - Sweet,,Soft Drinks,Soft Drinks,NA Beverage,2.35,0.0,2.35,1.0,0.15,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:53 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023739088,900000000019694093,900000000019694094,,,Boneless Wings,,Main Dishes,Food,Food,7.0,0.0,7.0,1.0,0.44,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:53 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023739092,900000000019694093,900000000019694094,,,Boneless Wings,,Main Dishes,Food,Food,7.0,0.0,7.0,1.0,0.44,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004023591933,13,4/10/24 6:53 PM,4/10/24 6:48 PM,900000004023591929,Bartender A,,,Dinner,,900000004023739098,900000000019755902,900000000019755903,,,Tenderloin,,Main Dishes,Food,Food,10.0,0.0,10.0,1.0,0.62,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024146131,14,4/10/24 7:05 PM,4/10/24 7:05 PM,900000004024146130,Bartender A,,,Dinner,,900000004024146126,900000000274592878,900000000274592879,,,"Shiner Bock, Bottle",,Bottle,Beer,Bottled Beer,3.76,0.0,3.76,1.0,0.24,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024146131,14,4/10/24 7:05 PM,4/10/24 7:05 PM,900000004024146130,Bartender A,,,Dinner,,900000004024146128,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226339,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,7.5,0.0,7.5,1.0,0.47,False,False,False,Tax Not Included,No Effect,Jordan Brown
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226344,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,7.5,0.0,7.5,1.0,0.47,False,False,False,Tax Not Included,No Effect,Chris Brown
1234 Elmwood Avenue,900000004024227002,15,4/10/24 7:08 PM,4/10/24 7:07 PM,900000004024227001,Bartender A,,,Dinner,,900000004024226349,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,7.5,0.0,7.5,1.0,0.47,False,False,False,Tax Not Included,No Effect,Alex Doe
1234 Elmwood Avenue,900000004024413500,16,4/10/24 7:14 PM,4/10/24 7:14 PM,900000004024410749,Bartender A,,,Dinner,,900000004024410747,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702771,900000001133978443,900000001133978444,,,Chips & Salsa,,Food Specials,Food Specials,Food,4.0,0.0,4.0,1.0,0.25,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702777,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,7.5,0.0,7.5,1.0,0.47,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702782,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,6.0,0.0,6.0,1.0,0.38,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702786,900000000022727246,900000000022727247,,,Chicken Strips,,Kids Menu,Food,Food,6.75,0.0,6.75,1.0,0.42,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702788,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024702795,17,4/10/24 7:23 PM,4/10/24 7:22 PM,900000004024702794,Bartender A,,,Dinner,,900000004024702790,900000000237155628,900000000237155629,,,"Busch Light, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004024825700,Bartender A,,,Dinner,,900000004024824124,900000000036423988,900000000036423989,,,Water,Kids Drinks,Soft Drinks,Soft Drinks,NA Beverage,0.0,0.0,0.0,3.0,0.0,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594041,Bartender A,,,Dinner,,900000004024824126,900000000019694085,900000000019694086,,,Fried Cauliflower,,Sides,Food,Food,6.0,0.0,6.0,1.0,0.38,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594041,Bartender A,,,Dinner,,900000004024824131,900000000019755902,900000000019755903,,,Tenderloin,,Main Dishes,Food,Food,7.0,0.0,7.0,1.0,0.44,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594042,Bartender A,,,Dinner,,900000004024824136,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,6.0,0.0,6.0,1.0,0.38,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824145,900000000019755906,900000000019755907,,,Cheeseburger,,Main Dishes,Food,Food,5.0,0.0,5.0,1.0,0.31,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024825701,18,4/10/24 7:27 PM,4/10/24 7:26 PM,900000004025594043,Bartender A,,,Dinner,,900000004024824147,900000000213998188,900000000213998189,,,Onion Rings,,Sides,Food,Food,4.0,0.0,4.0,1.0,0.25,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004024930393,19,4/10/24 7:31 PM,4/10/24 7:31 PM,900000004024930392,Bartender A,,,Dinner,,900000004024930390,900000000274634194,900000000274634195,,,"Michelob Ultra, Can",,Can,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004024951122,20,4/10/24 7:32 PM,4/10/24 7:32 PM,900000004024951121,Bartender A,,,Dinner,,900000004024951119,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004025159790,21,4/10/24 7:39 PM,4/10/24 7:39 PM,900000004025159789,Bartender A,,,Dinner,,900000004025159787,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704233,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,7.5,0.0,7.5,1.0,0.47,False,False,False,Tax Not Included,No Effect,Taylor Smith
1234 Elmwood Avenue,900000004025705455,25,4/10/24 7:59 PM,4/10/24 7:58 PM,900000004025704245,Bartender A,,,Dinner,,900000004025704239,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,3.5,0.0,3.5,1.0,0.22,False,False,False,Tax Not Included,No Effect,Taylor Doe
1234 Elmwood Avenue,900000004025769317,26,4/10/24 8:01 PM,4/10/24 8:01 PM,900000004025769316,Bartender A,,,Dinner,,900000004025769314,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004025778558,27,4/10/24 8:02 PM,4/10/24 8:01 PM,900000004025778557,Bartender A,,,Dinner,,900000004025778554,900000000274634194,900000000274634195,,,"Michelob Ultra, Can",,Can,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794488,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,3.0,0.0,3.0,1.0,0.19,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004025794496,28,4/10/24 8:02 PM,4/10/24 8:02 PM,900000004025794495,Bartender A,,,Dinner,,900000004025794493,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,3.5,0.0,3.5,1.0,0.22,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004025930951,29,4/10/24 8:08 PM,4/10/24 8:07 PM,900000004025928199,Bartender A,,,Dinner,,900000004025928197,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004026136102,31,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026136101,Bartender A,,,Dinner,,900000004026134299,900000001133620863,900000001133620864,,,Fried Beef Tacos,,Food Specials,Food Specials,Food,5.5,0.0,5.5,1.0,0.34,False,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004026143277,32,4/10/24 8:16 PM,4/10/24 8:16 PM,900000004026143275,Bartender A,,,Dinner,,900000004026143268,900000001526158379,900000001526158380,,,Dr. McGillicuddy's Cherry SGL,,Cordials,Liquor,Liquor,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004026443995,33,4/10/24 8:29 PM,4/10/24 8:29 PM,900000004026443992,Bartender A,,,Dinner,,900000004026443988,900000000055263913,900000000055263914,,,Cheese Curds,,Sides,Food,Food,8.0,0.0,8.0,1.0,0.5,True,False,False,Tax Not Included,No Effect,
1234 Elmwood Avenue,900000004026572083,34,4/10/24 8:35 PM,4/10/24 8:35 PM,900000004026572082,Bartender A,,,Dinner,,900000004026572080,900000000274635850,900000000274635851,,,"Old Milwaukee Light, Can",,Can,Beer,Bottled Beer,1.88,0.0,1.88,1.0,0.12,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004026948948,35,4/10/24 8:53 PM,4/10/24 8:53 PM,900000004026948947,Bartender A,,,Dinner,,900000004026948945,900000000237171084,900000000237171085,,,"Busch Light, Can",,Can,Beer,Bottled Beer,2.59,0.0,2.59,1.0,0.16,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027430789,36,4/10/24 9:21 PM,4/10/24 9:20 PM,900000004027430788,Bartender A,,,Late Night,,900000004027430786,900000000274592898,900000000274592899,,,"Miller Lite, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027461147,37,4/10/24 9:23 PM,4/10/24 9:22 PM,900000004027461146,Bartender A,,,Late Night,,900000004027461140,900000000222515233,900000000222515234,,,Canadian Club SGL,,Whiskey,Liquor,Liquor,4.0,0.0,4.0,1.0,0.25,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027461147,37,4/10/24 9:23 PM,4/10/24 9:22 PM,900000004027461146,Bartender A,,,Late Night,,900000004027461142,900000000274592898,900000000274592899,,,"Miller Lite, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027461147,37,4/10/24 9:23 PM,4/10/24 9:22 PM,900000004027461146,Bartender A,,,Late Night,,900000004027461144,900000000237171084,900000000237171085,,,"Busch Light, Can",,Can,Beer,Bottled Beer,2.59,0.0,2.59,1.0,0.16,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027801587,38,4/10/24 9:46 PM,4/10/24 9:42 PM,900000004027801586,Bartender A,,,Late Night,,900000004027801583,900000000274592898,900000000274592899,,,"Miller Lite, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027801587,38,4/10/24 9:47 PM,4/10/24 9:42 PM,900000004027801586,Bartender A,,,Late Night,,900000004027808125,900000000274592898,900000000274592899,,,"Miller Lite, Bottle",,Bottle,Beer,Bottled Beer,3.29,0.0,3.29,1.0,0.21,False,False,False,Tax Included,No Effect,
1234 Elmwood Avenue,900000004027801587,38,4/10/24 9:47 PM,4/10/24 9:42 PM,900000004027801586,Bartender A,,,Late Night,,900000004027808128,900000000222515233,900000000222515234,,,Canadian Club SGL,,Whiskey,Liquor,Liquor,4.0,0.0,4.0,1.0,0.25,False,False,False,Tax Included,No Effect,
